Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,DB_10ulrr_P1-B-1_01_25883,1_P1-B-3_01_25858,10_P1-C-3_01_25865,11_P1-C-4_01_25866,12_P1-C-5_01_25860,13_P1-C-6_01_25861,14_P1-C-7_01_25875,15_P1-C-8_01_25873,16_P1-C-9_01_25870,17_P1-D-1_01_25859,18_P1-D-2_01_25862,19_P1-D-3_01_25878,2_P1-B-4_01_25872,3_P1-B-5_01_25874,4_P1-B-6_01_25867,5_P1-B-7_01_25863,6_P1-B-8_01_25869,7_P1-B-9_01_25868,8_P1-C-1_01_25877,9_P1-C-2_01_25876,QC1_P1-B-2_01_25857,QC2_P1-B-2_01_25864,QC3_P1-B-2_01_25871,QC4_P1-B-2_01_25879,MB,RT,Prediction,Source Files
4263,20.1,708.5098,Unknown,[M+Na]+,adduct linked to 4374_[M+K]+,0.875,True,,,,,,,999,False,False,False,,False,False,,,,,,,,42.72,10_P1-C-3_01_25865,708.5116:1774 709.51495:1530 710.51831:0,495.2652:1548 496.26834:618 551.32745:1534 552.33258:704 607.38885:890 639.49554:990 663.4552:1048 708.51074:2372,467,1942,1774,1967,1086,2462,2875,2497,2106,1985,1750,2534,2679,1892,2436,2357,2237,1854,2261,2488,1906,2359,2141,3005,GOOD,GOOD,0.0,
4268,21.8,709.4981,"w/o MS2:5-[5-Hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid",[M+H]+,,0.792,True,,709.48853,C20H34O5,,VOCJFEUCJDTXSA-UHFFFAOYSA-N,,530,True,True,False,,False,False,,,79.6,,,,,47.59,16_P1-C-9_01_25870,709.49811:4487 710.50146:2408 711.50482:520,90.97631:2070 641.51135:9606 642.51483:4794 643.52026:1156 707.52051:1744 708.52869:1110 709.50769:604,0,3647,2079,2376,2539,1588,2451,2373,4487,3178,2010,1710,1677,2383,3669,2806,592,1080,2200,1535,0,2012,2022,2329,GOOD,GOOD,0.0,
4269,21.1,709.5348,Unknown,[M+H]+,,0.083,True,,,,,,,999,False,False,False,,False,False,,,,,,,,46.26,4_P1-B-6_01_25867,709.5376:1982 710.54095:784 711.54431:484,90.97626:1580 411.34631:652 641.51166:8016 642.51367:3742 643.51642:1570 709.54053:978,317,300,1931,892,1299,1122,533,529,858,570,1087,2643,1765,1205,1982,798,940,526,232,1593,0,1399,122,538,GOOD,GOOD,0.0,
4271,17.6,709.5582,Unknown,[M+ACN+H]+,adduct linked to 4162_[M+Na]+,0.75,True,,,,,,,999,False,False,False,,False,False,,,,,,,,196.17,1_P1-B-3_01_25858,709.55859:5054 710.56194:3964 711.5653:1106,184.0732:3640 353.26627:22794 354.26993:4842 355.27216:936 376.31763:1168 377.32349:608 379.28171:18782 380.28516:4320 381.29099:790 706.53479:646 707.53638:1166,0,5054,1474,606,8414,1048,396,1017,5285,3544,2246,2121,4534,656,24162,6634,589,1774,9761,2432,26939,22052,26440,23834,GOOD,GOOD,0.0,
4272,5.9,709.7973,Unknown,[M+H]+,ion correlated with 3726; ion correlated with 4273; ion correlated with 4274; ion correlated with 4275; ion correlated with 5195; ion correlated with 5196; found in higher mz's MsMs_4275,0.042,True,,,,,,,999,False,False,False,,False,False,,,,,,,,32.67,3_P1-B-5_01_25874,709.7973:1634 710.80065:0 711.80401:0,70.06532:2776 84.0448:1204 84.08114:2112 86.09705:1238 102.05473:1454 106.05073:838 129.10327:3504 710.22827:634,0,0,170,0,0,0,299,79,0,0,0,0,300,1634,0,0,0,0,0,527,0,0,0,90,GOOD,GOOD,0.0,
4273,5.9,709.9406,Unknown,[M+H]+,ion correlated with 4272; ion correlated with 4274; ion correlated with 4275; ion correlated with 5196,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,39.92,3_P1-B-5_01_25874,709.94061:1996 710.94396:0 711.94732:0,,0,0,321,76,0,78,78,0,0,0,0,0,118,1996,0,0,0,0,89,938,84,80,123,141,GOOD,GOOD,0.0,
4274,5.9,710.0833,Unknown,[M+H]+,ion correlated with 4272; ion correlated with 4273; ion correlated with 4275; ion correlated with 5195; ion correlated with 5196,0.042,True,,,,,,,999,False,False,False,,False,False,,,,,,,,34.41,3_P1-B-5_01_25874,710.08331:1720 711.08666:0 712.09002:0,70.06551:2470 84.04454:2168 84.08113:3528 86.09664:1116 102.0554:1346 106.05042:1740 129.10274:6516 710.08356:960,0,133,278,0,0,87,116,0,0,0,0,0,196,1720,0,0,0,0,0,807,139,81,0,0,GOOD,GOOD,0.0,
4275,5.9,710.2264,Unknown,[M+H]+,ion correlated with 3726; ion correlated with 4272; ion correlated with 4273; ion correlated with 4274; ion correlated with 5195; ion correlated with 5196; ion correlated with 5197,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,24.33,3_P1-B-5_01_25874,710.22644:1216 711.22979:0 712.23315:0,,0,84,177,0,0,0,122,0,0,0,0,0,92,1216,0,0,0,0,79,588,0,98,140,0,GOOD,GOOD,0.0,
4277,10.9,710.2813,Unknown,[M+H]+,ion correlated with 4278; ion correlated with 4492; ion correlated with 4816; ion correlated with 5198; ion correlated with 4490; ion correlated with 4491; ion correlated with 4817; ion correlated with 5437,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,23.26,3_P1-B-5_01_25874,710.28131:1163 711.28466:408 712.28802:0,,0,402,138,0,0,0,74,88,0,101,0,0,0,1163,0,0,0,0,0,310,73,88,102,92,GOOD,GOOD,0.0,
4278,10.9,710.3347,"w/o MS2:NCGC00380509-01_C35H48O14_Butanoic acid, 2-methyl-, (2R,3R,3aS,4R,6S,7R,10E,12R,13aR)-2,3,4,6,13a-pentakis(acetyloxy)-2,3,3a,4,5,6,7,8,9,12,13,13a-dodecahydro-2,9,9,12-tetramethyl-5-methylene-8,13-dioxo-1H-cyclopentacyclododecen-7-yl ester",[M+H]+,ion correlated with 4277; ion correlated with 4492; ion correlated with 4816; ion correlated with 5198; ion correlated with 4490; ion correlated with 4491; ion correlated with 4817; ion correlated with 5202; ion correlated with 5437,0.042,False,,710.33801,C35H48O14,Jatrophane and cyclojatrophane diterpenoids,KLSSFMQBLMDBRQ-WCSXKCKPSA-N,O=C(OC1C(=C)C(OC(=O)C)C2C(OC(=O)C)C(OC(=O)C)(C)CC2(OC(=O)C)C(=O)C(C=CC(C(=O)C1OC(=O)C(C)CC)(C)C)C)C,530,True,True,False,,False,False,,,94.7,,,,,24.08,3_P1-B-5_01_25874,710.33472:1204 711.33807:402 712.34143:0,,0,478,0,0,0,0,216,82,0,114,0,0,0,1204,0,0,0,0,0,520,84,78,0,0,GOOD,GOOD,0.0,
4279,17.1,710.4025,Unknown,[M+H]+,,0.333,True,,,,,,,999,False,False,False,,False,False,,,,,,,,32.04,12_P1-C-5_01_25860,710.39697:1282 711.40032:1524 712.40368:340,184.07271:2148 382.16058:2212 383.16476:2410 708.54059:614,0,988,2404,100,1282,796,747,979,1235,1661,541,359,466,503,517,1332,572,180,2162,1703,1036,913,840,744,GOOD,GOOD,0.0,
4280,16.5,710.4219,Unknown,[M+H]+,,0.25,False,,,,,,,999,False,False,False,,False,False,,,,,,,,26.85,QC1_P1-B-2_01_25857,710.42188:1686 711.42522:1534 712.42858:490,,0,742,190,0,903,0,0,140,758,580,337,322,331,132,142,1024,205,76,1227,106,1686,1351,1439,1326,GOOD,GOOD,0.0,
4281,10.9,710.4247,"w/o MS2:[(2R,3R,4S,5S,6R)-3-acetyloxy-2-(acetyloxymethyl)-5-hexanoyloxy-6-[(2S,3R)-2,3,4-trihydroxybutoxy]oxan-4-yl] 14-hydroxytetradecanoate",[M+H]+,ion correlated with 4817,0.042,True,,710.43213,C34H60O14,Saccharolipids,QYCCCSUFDHWKRW-KSHKLCIXSA-N,O=C(OCC1OC(OCC(O)C(O)CO)C(OC(=O)CCCCC)C(OC(=O)CCCCCCCCCCCCCO)C1OC(=O)C)C,530,True,True,False,,False,False,,,87.4,,,,,20.22,3_P1-B-5_01_25874,710.42474:1011 711.42809:372 712.43145:342,70.06541:7240 72.08125:8254 74.06012:1864 84.04473:3344 84.08131:5858 86.09698:14608 87.05593:1068 87.09994:740 101.07178:1216 102.05553:2312 104.05316:740 110.07195:7202 120.08164:6682 129.10289:5512 131.08162:1044 136.0764:3576,0,550,0,0,0,0,106,0,0,90,0,0,0,1011,0,0,0,0,0,78,0,0,162,92,GOOD,GOOD,0.0,
4282,16.1,710.4411,"w/o MS2:2-[[5-[[2,12-dihydroxy-4,4,10,13,14-pentamethyl-17-(1,5,6-trihydroxy-6-methylheptan-2-yl)-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-3-hydroxy-3-methyl-5-oxopentanoyl]amino]acetic acid",[M+H]+,ion correlated with 4085,0.042,True,,710.44568,C38H63NO11,,IOMBMOCSWVAYQU-UHFFFAOYSA-N,O=C(O)CN=C(O)CC(O)(C)CC(=O)OC1C(O)CC2(C3=C(CCC2C1(C)C)C4(C)CCC(C(CO)CCC(O)C(O)(C)C)C4(C)C(O)C3)C,530,True,True,False,,False,False,,,94.9,,,,,27.2,4_P1-B-6_01_25867,710.4411:1360 711.44445:1570 712.44781:466,238.06593:630 308.14514:2368 309.14951:2302 310.15552:778 311.26016:998 327.1619:2088 382.17947:1936 383.18692:1006 692.43439:872 710.44086:3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,0,0,0,76,0,0,0,0,0,GOOD,GOOD,0.0,
4284,10.5,711.3885,Unknown,[M+Na]+,adduct linked to 4157_[M+H]+,0.167,True,,,,,,,999,False,False,False,,False,False,,,,,,,,25.09,10_P1-C-3_01_25865,711.38745:1355 712.3908:1486 713.39416:572,367.18842:8662 368.19174:2454 385.19839:2826 711.38275:1066,0,388,1355,0,186,0,0,164,668,602,442,574,0,442,613,1430,1081,0,1151,268,442,506,305,426,GOOD,GOOD,0.0,
4285,22.2,711.4953,Unknown,[M+H]+,,0.375,True,,,,,,,999,False,False,False,,False,False,,,,,,,,29.61,10_P1-C-3_01_25865,711.4953:2212 712.49865:2082 713.50201:794,184.07291:3602 528.47595:670 643.52753:1102 711.49255:3182,0,461,2212,434,1079,1687,1291,1473,1230,1504,546,488,0,703,719,438,531,0,1552,897,1231,1099,1143,1222,GOOD,GOOD,0.0,
4290,22.1,711.5358,Unknown,[M+H]+,,0.083,True,,,,,,,999,False,False,False,,False,False,,,,,,,,14.81,10_P1-C-3_01_25865,711.53583:1255 712.53918:722 713.54254:0,184.07291:3602 528.47595:670 643.52753:1102 711.49255:3182,0,353,1255,0,0,0,730,463,104,357,0,116,0,269,0,160,0,0,740,1027,609,411,308,186,GOOD,GOOD,0.0,
4292,22.4,711.5538,Unknown,[M+H]+,,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,21.11,1_P1-B-3_01_25858,711.55377:1056 712.55712:790 713.56048:0,,254,1056,194,0,0,0,212,119,218,145,103,205,137,163,118,160,200,102,80,93,566,98,150,76,GOOD,GOOD,0.0,
4293,8.6,712.4214,Unknown,[M+H]+,,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,21.74,8_P1-C-1_01_25877,712.42139:1087 713.42474:678 714.4281:0,,0,0,950,0,330,312,408,425,0,208,82,0,0,202,0,0,0,100,1087,574,98,0,0,0,GOOD,GOOD,0.0,
4294,18.4,712.5011,w/o MS2:microcolin C (desacetylmicrocolin B),[M+H]+,,0.375,True,,712.5,C37H63N5O7,,LMOADMWPBSXHHB-CRVYFHMBSA-N,O=C1C=CC(N1C(=O)C2N(C(=O)C(N(C(=O)C(NC(=O)C(N(C(=O)C(C)CC(C)CCCC)C)CC(C)C)C(O)C)C)C(C)C)CCC2)C,530,True,True,False,,False,False,,,99.7,,,,,21.54,17_P1-D-1_01_25859,712.5011:1181 713.50445:578 714.50781:0,169.01921:716 284.29355:966 337.20609:1452 623.49915:604 666.50671:690 669.50732:2384 670.51154:996 671.50464:1050 684.51068:3570 685.51691:1492,0,559,1001,294,819,1157,915,965,1094,1181,1015,544,814,784,782,1114,616,982,759,737,1020,1024,1088,987,GOOD,GOOD,0.0,
4295,22.2,712.502,w/o MS2:microcolin C (desacetylmicrocolin B),[M+K]+,adduct linked to 4312_[M+ACN+H]+,0.042,False,,712.5,C37H63N5O7,,LMOADMWPBSXHHB-CRVYFHMBSA-N,O=C1C=CC(N1C(=O)C2N(C(=O)C(N(C(=O)C(NC(=O)C(N(C(=O)C(C)CC(C)CCCC)C)CC(C)C)C(O)C)C)C(C)C)CCC2)C,530,True,True,False,,False,False,,,98.0,,,,,25.27,10_P1-C-3_01_25865,712.50201:1263 713.50536:794 714.50872:0,,222,357,1263,236,619,457,454,888,532,710,622,441,280,375,758,484,273,310,900,632,658,447,593,560,GOOD,GOOD,0.0,
4298,7.4,713.4217,w/o MS2:MONENSIN SODIUM (monensin A is shown),[M+H]+,,0.958,True,,713.42108,C37H63NaO10,Ketals,GYPNBQUSNIBSGD-DUDHYVAZSA-M,[Na+].O=C([O-])C(C)C(OC)C(C)C1OC2(OC(C)(CC2)C3OC(CC)(CC3)C4OC(CC4C)C5OC(O)(CC)C(C)CC5C)CC(O)C1C,530,True,True,False,,False,False,,,99.9,,,,,83.51,10_P1-C-3_01_25865,713.42169:12693 714.42504:10416 715.4284:2798,81.0695:1586 84.08051:3710 102.09138:1038 115.03898:2242 123.11707:7316 159.06569:2102 166.15929:1760 176.09293:718 202.10805:808 216.12296:21432 217.12688:2730 242.13884:1208 245.14938:716 285.18051:2500 298.20108:7046 299.20541:1208 324.21832:618 499.30106:3188 500.3042:1064 713.42072:30572,467,3218,12693,2932,4076,6036,4768,5663,3483,6140,3619,2458,2448,3588,1759,3440,2876,4004,7719,2687,3477,3257,2789,2903,GOOD,GOOD,0.0,
4300,9.8,714.4011,w/o MS2:C36H59NO13 (isomer of 3207),[M+2H]2+,ion correlated with 3905; ion correlated with 4668; ion correlated with 5372; ion correlated with 5559; ion correlated with 5561; ion correlated with 5581; ion correlated with 5589; ion correlated with 5590; ion correlated with 4751; ion correlated with 5371; ion correlated with 5374; ion correlated with 5582; ion correlated with 5585; ion correlated with 5586; ion correlated with 5677; ion correlated with 5679; ion correlated with 5373; ion correlated with 3899; ion correlated with 3969; ion correlated with 4235; ion correlated with 4759; ion correlated with 4761; ion correlated with 5584; ion correlated with 5678; ion correlated with 3900; ion correlated with 4664; ion correlated with 4750; ion correlated with 4760; ion correlated with 4752; ion correlated with 3895; ion correlated with 3903; ion correlated with 3976; ion correlated with 4227; ion correlated with 4656; ion correlated with 5557; ion correlated with 3897; ion correlated with 3902; ion correlated with 3974; ion correlated with 3975; ion correlated with 4228; ion correlated with 4229; ion correlated with 4657; ion correlated with 4658; ion correlated with 4663; ion correlated with 5370,0.083,False,6.43,714.40198,C36H59NO13,Formula predicted,,,530,True,True,False,,False,False,,,99.6,99.9,,,,33.26,3_P1-B-5_01_25874,714.40112:1968 715.40447:0 716.40783:740,,0,74,248,0,0,0,299,0,0,0,0,0,0,1968,0,0,0,0,0,1358,0,0,78,103,GOOD,GOOD,0.0,
4301,17.4,714.4722,Unknown,[M+H]+,,0.042,True,,,,,,,999,False,False,False,,False,False,,,,,,,,58.22,4_P1-B-6_01_25867,714.47217:2911 715.47552:3402 716.47888:806,240.08084:606 310.15991:1696 311.16885:666 313.27487:2256 329.17706:786 640.43488:916 696.46484:1684 714.47217:4138,0,76,693,0,554,703,522,914,523,506,317,187,0,0,2911,192,0,265,353,78,241,280,264,174,GOOD,GOOD,0.0,
4302,9.8,714.4793,Unknown,[M+2H]2+,ion correlated with 5372; ion correlated with 3970; ion correlated with 3973; ion correlated with 4751; ion correlated with 4758; ion correlated with 5371; ion correlated with 5374; ion correlated with 5585; ion correlated with 4757; ion correlated with 5373; ion correlated with 4306; ion correlated with 4753; ion correlated with 4756; ion correlated with 4305; ion correlated with 4307; ion correlated with 4759; ion correlated with 3972; ion correlated with 3971; ion correlated with 4752; ion correlated with 4308; ion correlated with 3974; found in higher mz's MsMs_4307; found in higher mz's MsMs_4306,0.083,True,,,,,,,999,False,False,False,,False,False,,,,,,,,70.56,9_P1-C-2_01_25876,714.47876:3308 715.48211:560 716.48547:0,70.06493:7522 72.08059:3576 74.05996:1520 84.0441:4434 84.08064:6700 86.09612:7614 87.05549:1218 101.07091:1110 102.05491:3280 104.05296:2362 110.07191:1664 120.08047:1468 129.10283:6026 136.0762:2196 149.07484:1576 186.12378:892 187.1442:862 251.14998:602 260.10785:962 509.29501:846 635.36731:796 636.0379:700 678.72369:608 714.4798:726 714.56622:1396 714.64624:902 714.73108:1502 714.81085:1192 714.89899:1180,0,831,892,0,0,239,496,0,0,215,0,0,290,3748,0,0,0,0,90,3308,0,88,136,213,GOOD,GOOD,0.0,
4303,22.9,714.5081,"w/o MS2:2,3-dihydromicrocolin C",[M+H]+,,0.042,True,,714.5,C37H65N5O7,,FXGOPLQBXJSIIH-CRVYFHMBSA-N,O=C(NC(C(=O)N(C)C(C(=O)N1CCCC1C(=O)N2C(=O)CCC2C)C(C)C)C(O)C)C(N(C(=O)C(C)CC(C)CCCC)C)CC(C)C,530,True,True,False,,False,False,,,85.3,,,,,24.0,16_P1-C-9_01_25870,714.50806:1200 715.51141:358 716.51477:0,573.48743:1760 574.49091:688 714.51025:1264,0,471,84,0,72,205,412,581,1200,489,168,0,118,257,72,75,74,72,364,80,271,218,403,199,GOOD,GOOD,0.0,
4305,9.8,714.564,Unknown,[M+2H]2+,ion correlated with 5372; ion correlated with 4302; ion correlated with 4751; ion correlated with 4758; ion correlated with 5374; ion correlated with 4757; ion correlated with 5373; ion correlated with 4306; ion correlated with 4753; ion correlated with 4756; ion correlated with 4307; ion correlated with 3972; ion correlated with 4752; ion correlated with 4308; found in higher mz's MsMs_4307; found in higher mz's MsMs_4306,0.167,False,,,,,,,999,False,False,False,,False,False,,,,,,,,71.13,3_P1-B-5_01_25874,714.56396:6664 715.56731:0 716.57067:494,,0,931,1362,267,0,179,1082,92,0,384,0,0,440,6664,0,0,0,0,441,5118,0,108,0,316,GOOD,GOOD,0.0,
4306,9.8,714.6477,Unknown,[M+H]+,ion correlated with 4758; ion correlated with 5374; ion correlated with 4757; ion correlated with 5373; ion correlated with 4753; ion correlated with 4756; ion correlated with 4305; ion correlated with 4307; ion correlated with 4752; ion correlated with 4308; found in higher mz's MsMs_4307,0.208,True,,,,,,,999,False,False,False,,False,False,,,,,,,,66.57,14_P1-C-7_01_25875,714.64209:1048 715.64544:0 716.6488:0,70.06518:1440 72.08055:1010 84.04369:980 84.08047:890 86.09628:1458 102.05482:910 120.08055:602 129.10207:1242 136.07646:620,0,1036,1570,450,0,174,1048,217,90,397,0,0,378,7077,0,0,0,0,540,5912,110,78,218,412,GOOD,GOOD,0.0,
4307,9.8,714.7311,Unknown,[M+H]+,ion correlated with 4758; ion correlated with 5374; ion correlated with 4757; ion correlated with 5373; ion correlated with 4306; ion correlated with 4753; ion correlated with 4756; ion correlated with 4305; ion correlated with 4752; ion correlated with 4308,0.167,True,,,,,,,999,False,False,False,,False,False,,,,,,,,82.96,10_P1-C-3_01_25865,714.72778:1685 715.73113:0 716.73449:0,70.06513:2768 72.08043:1402 84.04356:1668 84.08024:1198 86.09631:2918 102.0558:1202 104.05255:690 129.10233:1794 136.07568:956 714.47925:720 714.56226:694 714.64886:610 714.81915:842,0,904,1685,268,0,179,1176,91,86,291,0,0,488,7433,0,0,0,0,334,6299,92,132,230,180,GOOD,GOOD,0.0,
4308,9.8,714.8151,Unknown,[M+H]+,ion correlated with 5372; ion correlated with 4302; ion correlated with 4751; ion correlated with 4758; ion correlated with 5374; ion correlated with 4757; ion correlated with 5373; ion correlated with 4306; ion correlated with 4753; ion correlated with 4756; ion correlated with 4305; ion correlated with 4307; ion correlated with 3972; ion correlated with 4752,0.125,False,,,,,,,999,False,False,False,,False,False,,,,,,,,85.65,3_P1-B-5_01_25874,714.81506:6781 715.81841:0 716.82177:412,,0,962,1156,155,0,115,972,146,0,84,0,0,344,6781,0,0,0,0,488,4910,168,0,164,213,GOOD,GOOD,0.0,
4309,10.9,715.4174,w/o MS2:trans-Epoxysuccinyl-L-leucylamido(4-guanidino)butane,[M+Na]+,adduct linked to 4173_[M+H]+,0.625,True,,715.40973,C15H27N5O5,,LTLYEAJONXGNFG-DCAQKATOSA-N,,530,True,True,False,,False,False,,,86.6,,,,,67.6,4_P1-B-6_01_25867,715.41742:6656 716.42077:10244 717.42413:2970,369.2045:89792 370.2084:22364 371.21143:2922 387.21234:1662 388.216:604 410.22894:686 715.41815:2688,0,5141,3024,0,283,87,763,136,1365,3196,3682,2505,1892,2779,6656,5644,6496,0,167,576,1985,2198,2239,1916,GOOD,GOOD,0.0,
4311,18.9,715.5553,Unknown,[M+H]+,,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,42.62,8_P1-C-1_01_25877,715.5553:2131 716.55865:1646 717.56201:420,,0,0,0,0,0,670,663,0,238,0,0,0,295,625,0,391,104,0,2131,792,406,260,286,169,GOOD,GOOD,0.0,
4312,22.2,715.5731,Unknown,[M+ACN+H]+,adduct linked to 4295_[M+K]+,0.167,True,,,,,,,999,False,False,False,,False,False,,,,,,,,26.1,10_P1-C-3_01_25865,715.57312:1752 716.57647:1008 717.57983:0,184.07317:8016 715.57373:2704,197,382,1752,279,392,821,1269,787,390,574,284,565,496,656,0,491,273,612,1120,1079,664,784,647,768,GOOD,GOOD,0.0,
4313,20.3,716.4014,Unknown,[M+H]+,,0.042,False,,,,,,,999,False,False,False,,False,False,,,,,,,,20.14,10_P1-C-3_01_25865,716.40143:1007 717.40478:496 718.40814:0,,0,0,1007,0,266,440,544,349,144,424,210,0,106,335,206,265,0,147,732,673,454,415,428,275,GOOD,GOOD,0.0,
4314,19.9,716.5225,2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine,[M+H]+,ion correlated with 4462,0.792,True,,716.52252,C39H74NO8P,,HBZNVZIRJWODIB-NHCUFCNUSA-N,,430,True,True,True,,False,False,,,84.2,,62.9,84.8,100.0,85.18,13_P1-C-6_01_25861,716.52234:2911 717.52569:1460 718.52905:356,95.08643:702 184.07333:1872 263.23801:720 575.50214:4268 576.50616:1602 716.5174:2702,0,3528,3525,5326,3183,2911,5914,3058,300,4329,6153,4063,3860,6208,2216,1378,872,703,7120,6540,3626,2180,5804,532,GOOD,GOOD,0.0,
4315,17.6,716.5518,Unknown,[M+H]+,,0.083,True,,,,,,,999,False,False,False,,False,False,,,,,,,,27.35,10_P1-C-3_01_25865,716.55176:1562 717.55511:1260 718.55847:762,71.0852:798 89.0599:2680 133.08527:1038 184.07425:1648 376.31641:606 716.55371:2592,0,459,1562,263,384,597,290,1173,759,672,144,117,399,592,821,78,0,688,769,974,599,542,442,598,GOOD,GOOD,0.0,
4317,22.3,717.4126,w/o MS2:Hormonemate,[M+2Na-H]+,adduct linked to 4048_[M+H]+,0.625,True,,717.40558,C36H64O16,,CPKXIKIVLSMABL-UHFFFAOYSA-N,,530,True,True,False,,False,False,,,88.7,,,,,34.48,10_P1-C-3_01_25865,717.4126:3987 718.41595:4160 719.41931:2280,69.04501:774 86.09603:880 184.07321:8672 715.57245:2432 716.57581:1282 717.41168:13554,0,647,3987,479,1165,1558,1810,1407,965,1594,721,651,381,1339,1065,1076,561,764,2627,1895,1829,1564,1615,1326,GOOD,GOOD,0.0,
4318,10.0,717.8614,Unknown,[M+H-2H2O]+,ion correlated with 4320; ion correlated with 4475; ion correlated with 4683; ion correlated with 4691; ion correlated with 4972; ion correlated with 4974; ion correlated with 5236; ion correlated with 5412; ion correlated with 5616; ion correlated with 4319; ion correlated with 4321; ion correlated with 4472; ion correlated with 4478; ion correlated with 4688; ion correlated with 4973; ion correlated with 5232; ion correlated with 5235; ion correlated with 5410; ion correlated with 4468; ion correlated with 4684; ion correlated with 5233; ion correlated with 4479; ion correlated with 4964; ion correlated with 5514; ion correlated with 5515; ion correlated with 5516; ion correlated with 5571; ion correlated with 5621; ion correlated with 4686; ion correlated with 5220; ion correlated with 5576; ion correlated with 4466; ion correlated with 4467; ion correlated with 4471; ion correlated with 4680; ion correlated with 4689; ion correlated with 4965; ion correlated with 5218; ion correlated with 5230; ion correlated with 5418; ion correlated with 5570; ion correlated with 5574; ion correlated with 4682; ion correlated with 4685; ion correlated with 4975; ion correlated with 5617; ion correlated with 4971; ion correlated with 5219; ion correlated with 5409; ion correlated with 5415; adduct linked to 4683_[M+NH4]+,0.083,True,,,,,,,999,False,False,False,,False,False,,,,,,,,26.83,9_P1-C-2_01_25876,717.86139:1535 718.86474:0 719.8681:366,70.06504:12146 72.0806:8840 74.05997:1290 84.04433:5586 84.08028:3814 86.09638:9216 88.03937:1234 91.05439:932 101.07072:1632 102.05516:3222 110.07142:3034 119.04919:846 120.08094:2696 127.08666:822 129.10229:4648 130.06546:2132 132.08037:624 136.07585:7508 159.09167:4236 581.82581:966,0,0,391,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,0,0,1535,0,0,0,0,GOOD,GOOD,0.0,
4319,10.0,717.8996,Unknown,[M+H-2H2O]+,ion correlated with 4320; ion correlated with 4475; ion correlated with 4683; ion correlated with 4974; ion correlated with 4321; ion correlated with 4472; ion correlated with 4478; ion correlated with 4688; ion correlated with 4468; ion correlated with 4684; ion correlated with 5233; ion correlated with 4318; ion correlated with 4479; ion correlated with 5516; ion correlated with 4466; ion correlated with 4680; ion correlated with 4689; ion correlated with 5218; ion correlated with 4682; ion correlated with 4685; ion correlated with 4975; adduct linked to 4683_[M+NH4]+,0.083,True,,,,,,,999,False,False,False,,False,False,,,,,,,,24.61,9_P1-C-2_01_25876,717.8996:1333 718.90295:516 719.90631:0,70.06504:12146 72.0806:8840 74.05997:1290 84.04433:5586 84.08028:3814 86.09638:9216 88.03937:1234 91.05439:932 101.07072:1632 102.05516:3222 110.07142:3034 119.04919:846 120.08094:2696 127.08666:822 129.10229:4648 130.06546:2132 132.08037:624 136.07585:7508 159.09167:4236 581.82581:966,0,0,362,0,0,0,0,0,0,0,0,0,0,1128,0,0,0,0,0,1333,0,0,0,0,GOOD,GOOD,0.0,
